feature,importance
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-38,0.000506639
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-22,0.00050493
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-26,0.0005047309
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-49,0.00050327025
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-35,0.000502677
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-45,0.0005023474
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-6,0.00050085364
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-1,0.0004990773
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-53,0.0004990437
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-11,0.0004970033
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-5,0.0004922977
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-4,0.0004922097
dayofweek_t-3,0.00049198186
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-28,0.000490619
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-42,0.00049003144
hour_t-34,0.0004886922
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-2,0.00048731072
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-18,0.00048729556
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-29,0.00048417662
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-22,0.00048350662
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-56,0.00048326128
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-36,0.0004826741
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-16,0.00048228566
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-20,0.0004805812
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-28,0.00047797075
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-21,0.00047735748
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-14,0.00047700285
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-27,0.0004769846
hour_cos_t-48,0.00047581035
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-29,0.00047275794
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-21,0.0004725531
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-11,0.000472232
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-32,0.00047145414
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-16,0.00046965943
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-56,0.0004691375
hour_cos_t-9,0.00046881076
enter_fluid_temp_t-3,0.00046794597
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-10,0.00046668178
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-15,0.00046591196
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-11,0.0004654126
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-5,0.00046416867
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-30,0.00046401715
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-48,0.00046326677
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-49,0.000462723
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-31,0.0004617403
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-50,0.00046085846
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-1,0.0004606328
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-12,0.0004597365
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-20,0.00045725662
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-51,0.00045698904
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-24,0.0004567634
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-26,0.00045668948
hour_cos_t-1,0.0004565949
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-28,0.00045469933
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-48,0.0004503751
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-55,0.0004501607
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-59,0.00044842652
hour_sin_t-2,0.00044788216
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-36,0.0004469614
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-51,0.0004466079
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-55,0.0004453141
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-45,0.00044526337
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-6,0.00044493817
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-51,0.00044421823
hour_sin_t-20,0.00044375806
enter_fluid_temp_t-12,0.00044355704
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-44,0.0004435224
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-50,0.00044261973
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-14,0.0004425355
month_t-8,0.00044253093
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-23,0.0004387391
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-45,0.00043642477
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-36,0.00043638647
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-20,0.00043445642
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-1,0.00043430642
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-28,0.00043343735
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-4,0.00043169883
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-48,0.0004296819
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-40,0.00042938828
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-18,0.00042904462
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-24,0.00042882265
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-19,0.00042755346
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-39,0.00042745878
hour_sin_t-43,0.0004259595
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-49,0.00042586622
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-27,0.0004248148
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-15,0.0004241829
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-52,0.00042386894
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-54,0.00041924298
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-40,0.0004188267
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-34,0.0004151622
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-47,0.00041509405
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-47,0.00041488215
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-9,0.00041449594
hour_cos_t-32,0.0004138354
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-5,0.00041186708
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-30,0.00041001977
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-43,0.00041001782
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-44,0.0004091799
hour_cos_t-52,0.0004091336
enter_fluid_temp_t-11,0.00040910955
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-54,0.00040774257
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-2,0.00040762464
check_tier-1_cooling_system_humidity_apc-rc-16_unit_supply_humidity_t-20,0.00040758244
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-5,0.0004072671
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-57,0.00040672132
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-2,0.0004064129
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-11,0.00040546796
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-51,0.00040490017
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-9,0.00040486726
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-56,0.00040411472
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-10,0.00039936407
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-11,0.00039863624
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-48,0.0003973417
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-24,0.00039712948
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-11,0.00039682846
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-29,0.00039592362
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-45,0.0003940701
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-60,0.0003928634
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-59,0.00039233157
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-24,0.00039026875
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-19_fluid_temp_t-1,0.00038982023
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-41,0.00038938236
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-49,0.00038906626
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-14,0.00038899897
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-7,0.0003878933
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-24,0.00038630937
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-14,0.00038615317
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-44,0.00038594514
hour_sin_t-10,0.00038461227
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-22,0.00038391654
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-12,0.0003833038
hour_sin_t-57,0.0003832508
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-30,0.00038255632
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-4,0.00038137872
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-21,0.00038091015
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-35,0.00037774286
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-46,0.00037604154
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-1,0.0003754132
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-28,0.0003753068
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-12,0.00037461933
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-50,0.00037332106
check_tier-1_cooling_system_cool_output_apc-rc-13_cool_output_t-14,0.00036919143
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-29,0.00036727634
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-49,0.00036571876
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-20,0.00036367445
enter_fluid_temp_t-28,0.00036273964
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-10,0.00036203518
hour_cos_t-4,0.0003577657
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-38,0.0003562708
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-19,0.0003561988
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-3,0.00035576272
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-53,0.00035573207
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-43,0.00035545763
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-15,0.00035513402
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-10,0.00035440444
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-34,0.00035185437
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-6,0.00035081443
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-46,0.0003505058
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-21,0.00034988867
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-23,0.0003471726
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-11,0.00034695456
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-58,0.00034527638
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-53,0.00034257592
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-53,0.00034080513
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-32,0.00033859443
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-16_fluid_temp_t-22,0.0003385669
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-2,0.00033698883
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-28,0.00033599776
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-37,0.00033588443
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-33,0.00033533812
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-39,0.0003349571
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-7,0.00033074315
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-6,0.00033003528
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-11,0.0003289077
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-31,0.00032796685
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-17,0.0003265911
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-6,0.00032633852
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-11,0.0003262668
hour_t-3,0.00032419155
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-6,0.00032397785
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-7,0.000323841
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-10,0.00032380503
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-52,0.00032379822
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-37,0.0003235964
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-6,0.0003231941
check_tier-1_cooling_system_humidity_apc-rc-19_unit_supply_humidity_t-49,0.00032230804
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-36,0.0003220527
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-6,0.00032003367
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-38,0.0003176926
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-10,0.00031733423
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-2,0.00031619082
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-45,0.00031537467
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-57,0.0003151895
check_tier-1_cooling_system_humidity_apc-rc-13_unit_supply_humidity_t-49,0.0003150942
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-22,0.00031444445
check_tier-1_cooling_system_humidity_apc-rc-16_unit_supply_humidity_t-28,0.0003137841
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-19,0.00031375224
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-19,0.00031351333
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-8,0.00031249775
hour_cos_t-24,0.00031231687
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-6,0.0003118617
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-45,0.00031040265
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-7,0.00031038592
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-19,0.0003099022
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-58,0.00030932648
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-20,0.00030865934
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-3,0.00030788864
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-59,0.0003067004
check_tier-1_cooling_system_humidity_apc-rc-27_unit_supply_humidity_t-5,0.00030616857
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-9,0.00030609823
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-27,0.00030598423
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-9,0.0003059785
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-17,0.00030567354
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-43,0.00030507674
check_tier-1_cooling_system_cool_output_apc-rc-5_cool_output_t-40,0.00030384178
check_tier-1_cooling_system_humidity_apc-rc-16_unit_supply_humidity_t-57,0.0003032112
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-39,0.00030311
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-9,0.0003028228
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-22,0.00030257372
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-16,0.00030189718
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-1,0.0003018542
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-55,0.0003003717
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-29,0.00029915993
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-3,0.0002984952
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-41,0.00029846886
check_tier-1_cooling_system_cool_output_apc-rc-16_cool_output_t-28,0.0002980275
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-21,0.00029504148
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-15,0.00029471968
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-26,0.00029442477
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-11,0.00029313256
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-2,0.0002930619
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-14,0.00029201247
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-43,0.00029118583
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-9,0.00029111572
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-54,0.00028984513
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-21,0.00028974572
check_tier-1_cooling_system_cool_output_apc-rc-27_cool_output_t-32,0.00028917435
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-52,0.00028778345
hour_t-38,0.00028525197
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-17,0.0002831514
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-32,0.0002827966
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-6,0.00028101786
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-43,0.00028043505
check_tier-1_cooling_system_temp_apc-rc-16_unit_air_temp_t-3,0.00027914986
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-32,0.00027912672
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-25,0.00027893917
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-24,0.00027845625
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-46,0.00027809961
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-59,0.00027729795
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-27_fluid_temp_t-45,0.00027654888
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-27,0.00027575213
check_tier-1_cooling_system_humidity_apc-rc-5_unit_supply_humidity_t-51,0.00027562148
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-23,0.0002753339
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-38,0.00027340936
check_tier-1_cooling_system_cool_output_apc-rc-19_cool_output_t-18,0.0002719462
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-17,0.0002717267
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-13_fluid_temp_t-56,0.00027171345
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-43,0.00027153737
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-51,0.0002712581
check_tier-1_cooling_system_humidity_apc-rc-16_unit_supply_humidity_t-60,0.00027062322
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-9,0.00027010028
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-15,0.0002693394
check_tier-1_cooling_system_cool_output_apc-rc-24_cool_output_t-26,0.00026922036
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-39,0.00026911838
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-41,0.00026885263
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-33,0.00026836537
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-13,0.00026816732
hour_sin_t-54,0.00026789837
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-39,0.00026789668
dow_sin_t-8,0.00026736836
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-27,0.00026715462
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-32,0.00026663727
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-45,0.00026552394
check_tier-1_cooling_system_temp_apc-rc-5_return_air_temp_t-15,0.00026414607
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-25,0.0002632019
hour_t-1,0.00026105501
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-5,0.00026058636
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-40,0.0002604368
check_tier-1_cooling_system_airflow_apc-rc-13_airflow_t-58,0.00025887642
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-29,0.00025800703
check_tier-1_cooling_system_cool_output_apc-rc-2_cool_output_t-7,0.00025769355
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-40,0.00025668286
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-26,0.00025561682
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-3,0.00025553847
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-21,0.0002554285
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-5_fluid_temp_t-9,0.00025508617
check_tier-1_cooling_system_humidity_apc-rc-2_unit_supply_humidity_t-2,0.00025491763
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-10,0.0002534488
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-28,0.0002529558
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-59,0.00025244392
check_tier-1_cooling_system_cool_output_apc-rc-10_cool_output_t-29,0.00025131312
hour_t-56,0.00025095302
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-17,0.00024960167
check_tier-1_cooling_system_temp_apc-rc-27_unit_air_temp_t-12,0.0002494126
check_tier-1_cooling_system_temp_apc-rc-27_return_air_temp_t-46,0.0002483433
check_tier-1_cooling_system_temp_apc-rc-16_return_air_temp_t-9,0.00024827546
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-44,0.00024747849
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-30,0.00024570109
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-10_fluid_temp_t-8,0.0002440747
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-36,0.00024213955
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-43,0.00024172479
check_tier-1_cooling_system_temp_apc-rc-13_return_air_temp_t-11,0.00024157803
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-17,0.00024073107
check_tier-1_cooling_system_airflow_apc-rc-27_airflow_t-7,0.00024009435
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-36,0.00023932435
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-26,0.00023904907
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-44,0.00023882938
hour_cos_t-44,0.0002367851
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-22,0.00023641663
check_tier-1_cooling_system_temp_apc-rc-2_return_air_temp_t-32,0.00023618287
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-22,0.00023555083
check_tier-1_cooling_system_temp_apc-rc-2_unit_air_temp_t-58,0.00023394931
check_tier-1_cooling_system_temp_apc-rc-19_return_air_temp_t-11,0.00023385092
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-53,0.00023244681
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-44,0.00023227556
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-14,0.00023182563
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-44,0.00023170399
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-60,0.00022937954
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-26,0.00022818582
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-10,0.00022790412
hour_sin_t-6,0.00022750034
enter_fluid_temp_t-10,0.00022730828
hour_t-22,0.00022687469
check_tier-1_cooling_system_temp_apc-rc-10_unit_air_temp_t-24,0.00022662496
check_tier-1_cooling_system_airflow_apc-rc-16_airflow_t-24,0.00022633019
check_tier-1_cooling_system_temp_apc-rc-24_return_air_temp_t-45,0.000226181
check_tier-1_cooling_system_temp_apc-rc-5_unit_air_temp_t-16,0.00022539323
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-56,0.00022515986
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-32,0.00022437255
check_tier-1_cooling_system_airflow_apc-rc-2_airflow_t-31,0.00022376042
check_tier-1_cooling_system_enter_fluid_temp_apc-rc-24_fluid_temp_t-58,0.00022343322
check_tier-1_cooling_system_airflow_apc-rc-5_airflow_t-54,0.000223401
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-41,0.00022331493
check_tier-1_cooling_system_airflow_apc-rc-10_airflow_t-46,0.00022241253
check_tier-1_cooling_system_humidity_apc-rc-24_unit_supply_humidity_t-29,0.00022187771
check_tier-1_cooling_system_temp_apc-rc-19_unit_air_temp_t-7,0.00022185028
check_tier-1_cooling_system_airflow_apc-rc-19_airflow_t-22,0.00022142651
check_tier-1_cooling_system_humidity_apc-rc-10_unit_supply_humidity_t-23,0.0002213447
check_tier-1_cooling_system_temp_apc-rc-10_return_air_temp_t-33,0.00022034154
check_tier-1_cooling_system_temp_apc-rc-13_unit_air_temp_t-2,0.00021923568
check_tier-1_cooling_system_temp_apc-rc-24_unit_air_temp_t-8,0.00021865265
check_tier-1_cooling_system_airflow_apc-rc-24_airflow_t-52,0.00021855666
